source;target
Cliente999;Producto8
Cliente313;Producto8
Cliente4;Producto18
Cliente145;Producto8
Cliente484;Producto6
Cliente287;Producto19
Cliente233;Producto17
Cliente757;Producto20
Cliente77;Producto19
Cliente934;Producto2
Cliente12;Producto9
Cliente889;Producto16
Cliente156;Producto15
Cliente214;Producto9
Cliente22;Producto7
Cliente823;Producto15
Cliente905;Producto2
Cliente30;Producto15
Cliente3;Producto13
Cliente832;Producto19
Cliente822;Producto19
Cliente642;Producto2
Cliente205;Producto4
Cliente254;Producto7
Cliente107;Producto2
Cliente417;Producto4
Cliente280;Producto9
Cliente357;Producto20
Cliente921;Producto5
Cliente790;Producto13
Cliente441;Producto4
Cliente592;Producto18
Cliente170;Producto15
Cliente509;Producto11
Cliente542;Producto3
Cliente248;Producto17
Cliente660;Producto10
Cliente336;Producto10
Cliente765;Producto14
Cliente498;Producto10
Cliente308;Producto5
Cliente720;Producto8
Cliente75;Producto18
Cliente458;Producto15
Cliente812;Producto5
Cliente755;Producto15
Cliente884;Producto3
Cliente789;Producto14
Cliente518;Producto16
Cliente744;Producto12
Cliente550;Producto8
Cliente503;Producto11
Cliente846;Producto7
Cliente662;Producto2
Cliente199;Producto20
Cliente595;Producto11
Cliente514;Producto8
Cliente671;Producto19
Cliente905;Producto12
Cliente192;Producto3
Cliente70;Producto19
Cliente487;Producto6
Cliente728;Producto11
Cliente205;Producto10
Cliente933;Producto18
Cliente291;Producto8
Cliente380;Producto9
Cliente320;Producto19
Cliente116;Producto9
Cliente831;Producto19
Cliente741;Producto9
Cliente283;Producto12
Cliente437;Producto15
Cliente499;Producto17
Cliente250;Producto17
Cliente690;Producto7
Cliente855;Producto20
Cliente458;Producto16
Cliente872;Producto20
Cliente562;Producto10
Cliente817;Producto13
Cliente706;Producto13
Cliente945;Producto11
Cliente264;Producto17
Cliente482;Producto16
Cliente855;Producto10
Cliente687;Producto11
Cliente18;Producto17
Cliente769;Producto20
Cliente974;Producto8
Cliente184;Producto3
Cliente685;Producto15
Cliente373;Producto19
Cliente241;Producto17
Cliente856;Producto9
Cliente78;Producto12
Cliente823;Producto12
Cliente110;Producto15
Cliente473;Producto10
Cliente969;Producto1
Cliente398;Producto5
Cliente874;Producto14
Cliente135;Producto16
Cliente309;Producto12
Cliente558;Producto17
Cliente548;Producto7
Cliente764;Producto3
Cliente301;Producto16
Cliente862;Producto18
Cliente558;Producto2
Cliente750;Producto4
Cliente812;Producto6
Cliente885;Producto13
Cliente902;Producto10
Cliente779;Producto19
Cliente105;Producto15
Cliente995;Producto13
Cliente953;Producto10
Cliente850;Producto18
Cliente737;Producto9
Cliente858;Producto9
Cliente698;Producto17
Cliente494;Producto14
Cliente221;Producto11
Cliente839;Producto19
Cliente979;Producto12
Cliente433;Producto19
Cliente46;Producto5
Cliente640;Producto3
Cliente734;Producto4
Cliente657;Producto12
Cliente877;Producto5
Cliente759;Producto1
Cliente509;Producto13
Cliente691;Producto12
Cliente493;Producto10
Cliente65;Producto3
Cliente478;Producto1
Cliente856;Producto3
Cliente259;Producto15
Cliente112;Producto15
Cliente534;Producto19
Cliente228;Producto14
Cliente513;Producto2
Cliente99;Producto17
Cliente745;Producto6
Cliente562;Producto6
Cliente603;Producto1
Cliente60;Producto15
Cliente841;Producto5
Cliente490;Producto10
Cliente57;Producto2
Cliente677;Producto13
Cliente209;Producto10
Cliente526;Producto12
Cliente486;Producto15
Cliente339;Producto11
Cliente932;Producto19
Cliente311;Producto14
Cliente295;Producto17
Cliente651;Producto17
Cliente875;Producto15
Cliente430;Producto4
Cliente57;Producto2
Cliente693;Producto4
Cliente164;Producto3
Cliente272;Producto10
Cliente873;Producto12
Cliente672;Producto18
Cliente327;Producto19
Cliente301;Producto14
Cliente569;Producto16
Cliente655;Producto10
Cliente527;Producto8
Cliente795;Producto14
Cliente758;Producto15
Cliente921;Producto18
Cliente639;Producto9
Cliente775;Producto4
Cliente775;Producto7
Cliente143;Producto15
Cliente214;Producto19
Cliente507;Producto3
Cliente319;Producto2
Cliente200;Producto16
Cliente30;Producto2
Cliente365;Producto6
Cliente952;Producto9
Cliente114;Producto12
Cliente377;Producto14
Cliente169;Producto6
Cliente499;Producto8
Cliente619;Producto20
Cliente163;Producto10
Cliente801;Producto18
Cliente322;Producto1
Cliente647;Producto15
Cliente201;Producto3
Cliente203;Producto13
Cliente141;Producto8
Cliente442;Producto2
Cliente686;Producto4
Cliente524;Producto5
Cliente699;Producto15
Cliente432;Producto4
Cliente62;Producto12
Cliente351;Producto10
Cliente494;Producto7
Cliente246;Producto8
Cliente835;Producto7
Cliente176;Producto12
Cliente108;Producto6
Cliente978;Producto13
Cliente295;Producto15
Cliente360;Producto5
Cliente18;Producto10
Cliente776;Producto1
Cliente650;Producto7
Cliente631;Producto8
Cliente198;Producto9
Cliente589;Producto9
Cliente424;Producto17
Cliente339;Producto4
Cliente790;Producto8
Cliente54;Producto9
Cliente855;Producto10
Cliente906;Producto5
Cliente231;Producto15
Cliente339;Producto11
Cliente739;Producto10
Cliente926;Producto10
Cliente757;Producto11
Cliente191;Producto15
Cliente126;Producto10
Cliente682;Producto5
Cliente339;Producto15
Cliente321;Producto14
Cliente605;Producto19
Cliente404;Producto1
Cliente847;Producto7
Cliente807;Producto10
Cliente716;Producto2
Cliente327;Producto5
Cliente107;Producto14
Cliente462;Producto10
Cliente642;Producto7
Cliente599;Producto14
Cliente961;Producto2
Cliente824;Producto10
Cliente649;Producto18
Cliente425;Producto13
Cliente447;Producto18
Cliente666;Producto20
Cliente384;Producto20
Cliente465;Producto16
Cliente190;Producto17
Cliente246;Producto16
Cliente579;Producto2
Cliente211;Producto13
Cliente586;Producto15
Cliente636;Producto6
Cliente196;Producto12
Cliente555;Producto6
Cliente277;Producto6
Cliente380;Producto14
Cliente181;Producto10
Cliente245;Producto16
Cliente661;Producto15
Cliente135;Producto10
Cliente865;Producto8
Cliente464;Producto14
Cliente132;Producto8
Cliente371;Producto13
Cliente233;Producto15
Cliente437;Producto8
Cliente465;Producto15
Cliente288;Producto7
Cliente385;Producto8
Cliente881;Producto5
Cliente526;Producto4
Cliente411;Producto11
Cliente403;Producto5
Cliente32;Producto8
Cliente715;Producto15
Cliente199;Producto16
Cliente69;Producto7
Cliente658;Producto18
Cliente192;Producto16
Cliente339;Producto14
Cliente830;Producto6
Cliente457;Producto13
Cliente785;Producto1
Cliente466;Producto18
Cliente31;Producto9
Cliente719;Producto13
Cliente508;Producto15
Cliente963;Producto6
Cliente556;Producto13
Cliente254;Producto20
Cliente444;Producto13
Cliente470;Producto19
Cliente649;Producto19
Cliente80;Producto6
Cliente582;Producto15
Cliente585;Producto6
Cliente199;Producto1
Cliente397;Producto8
Cliente610;Producto18
Cliente951;Producto9
Cliente962;Producto4
Cliente592;Producto14
Cliente578;Producto6
Cliente271;Producto9
Cliente294;Producto5
Cliente246;Producto4
Cliente359;Producto19
Cliente721;Producto15
Cliente9;Producto7
Cliente482;Producto12
Cliente498;Producto5
Cliente173;Producto11
Cliente898;Producto7
Cliente41;Producto10
Cliente6;Producto5
Cliente470;Producto2
Cliente502;Producto18
Cliente685;Producto12
Cliente456;Producto1
Cliente530;Producto9
Cliente155;Producto3
Cliente896;Producto13
Cliente234;Producto14
Cliente842;Producto10
Cliente298;Producto16
Cliente603;Producto17
Cliente47;Producto20
Cliente32;Producto13
Cliente7;Producto13
Cliente81;Producto11
Cliente45;Producto18
Cliente414;Producto1
Cliente922;Producto2
Cliente716;Producto8
Cliente68;Producto17
Cliente153;Producto7
Cliente241;Producto18
Cliente173;Producto16
Cliente23;Producto19
Cliente413;Producto8
Cliente911;Producto14
Cliente239;Producto1
Cliente321;Producto8
Cliente914;Producto6
Cliente856;Producto14
Cliente553;Producto9
Cliente388;Producto9
Cliente723;Producto20
Cliente859;Producto10
Cliente453;Producto18
Cliente827;Producto18
Cliente472;Producto15
Cliente87;Producto2
Cliente128;Producto2
Cliente799;Producto6
Cliente693;Producto9
Cliente196;Producto8
Cliente943;Producto11
Cliente656;Producto2
Cliente934;Producto13
Cliente295;Producto19
Cliente898;Producto5
Cliente234;Producto6
Cliente529;Producto5
Cliente578;Producto8
Cliente29;Producto13
Cliente190;Producto6
Cliente625;Producto17
Cliente573;Producto9
Cliente188;Producto16
Cliente485;Producto15
Cliente176;Producto9
Cliente437;Producto6
Cliente697;Producto9
Cliente433;Producto18
Cliente375;Producto12
Cliente116;Producto4
Cliente589;Producto12
Cliente355;Producto1
Cliente668;Producto4
Cliente867;Producto19
Cliente510;Producto4
Cliente462;Producto19
Cliente660;Producto17
Cliente517;Producto12
Cliente509;Producto16
Cliente607;Producto20
Cliente596;Producto9
Cliente17;Producto19
Cliente28;Producto11
Cliente299;Producto10
Cliente639;Producto8
Cliente86;Producto17
Cliente751;Producto14
Cliente484;Producto4
Cliente162;Producto17
Cliente238;Producto4
Cliente779;Producto15
Cliente400;Producto13
Cliente190;Producto17
Cliente221;Producto11
Cliente42;Producto2
Cliente128;Producto18
Cliente726;Producto9
Cliente252;Producto1
Cliente886;Producto10
Cliente303;Producto16
Cliente420;Producto9
Cliente723;Producto16
Cliente729;Producto5
Cliente111;Producto10
Cliente566;Producto17
Cliente631;Producto11
Cliente614;Producto10
Cliente244;Producto16
Cliente625;Producto4
Cliente379;Producto15
Cliente490;Producto17
Cliente781;Producto18
Cliente436;Producto4
Cliente783;Producto15
Cliente526;Producto1
Cliente553;Producto10
Cliente323;Producto14
Cliente155;Producto14
Cliente602;Producto13
Cliente565;Producto6
Cliente328;Producto19
Cliente401;Producto15
Cliente368;Producto4
Cliente684;Producto11
Cliente784;Producto4
Cliente459;Producto19
Cliente139;Producto17
Cliente944;Producto19
Cliente75;Producto17
Cliente423;Producto2
Cliente73;Producto7
Cliente857;Producto16
Cliente386;Producto3
Cliente103;Producto9
Cliente864;Producto15
Cliente468;Producto4
Cliente983;Producto8
Cliente164;Producto17
Cliente267;Producto18
Cliente645;Producto1
Cliente522;Producto16
Cliente579;Producto11
Cliente37;Producto16
Cliente196;Producto20
Cliente229;Producto14
Cliente808;Producto15
Cliente275;Producto5
Cliente69;Producto8
Cliente540;Producto18
Cliente909;Producto5
Cliente605;Producto16
Cliente284;Producto17
Cliente855;Producto20
Cliente126;Producto3
Cliente297;Producto19
Cliente190;Producto14
Cliente429;Producto7
Cliente854;Producto7
Cliente807;Producto3
Cliente876;Producto6
Cliente739;Producto11
Cliente561;Producto17
Cliente436;Producto16
Cliente133;Producto16
Cliente209;Producto4
Cliente76;Producto18
Cliente276;Producto18
Cliente740;Producto6
Cliente922;Producto20
Cliente26;Producto17
Cliente743;Producto10
Cliente351;Producto12
Cliente581;Producto18
Cliente173;Producto8
Cliente532;Producto15
Cliente839;Producto7
Cliente460;Producto1
Cliente598;Producto19
Cliente104;Producto9
Cliente177;Producto4
Cliente670;Producto19
Cliente218;Producto20
Cliente741;Producto2
Cliente933;Producto20
Cliente945;Producto16
Cliente960;Producto16
Cliente101;Producto11
Cliente407;Producto16
Cliente761;Producto3
Cliente99;Producto11
Cliente240;Producto5
Cliente971;Producto19
Cliente306;Producto7
Cliente959;Producto2
Cliente589;Producto12
Cliente933;Producto1
Cliente84;Producto1
Cliente663;Producto13
Cliente586;Producto3
Cliente335;Producto10
Cliente998;Producto17
Cliente623;Producto20
Cliente36;Producto18
Cliente223;Producto12
Cliente236;Producto4
Cliente283;Producto14
Cliente682;Producto4
Cliente899;Producto7
Cliente53;Producto9
Cliente500;Producto19
Cliente442;Producto8
Cliente216;Producto20
Cliente335;Producto11
Cliente379;Producto19
Cliente714;Producto3
Cliente519;Producto14
Cliente464;Producto16
Cliente51;Producto8
Cliente78;Producto12
Cliente825;Producto15
Cliente335;Producto3
Cliente884;Producto18
Cliente537;Producto6
Cliente240;Producto6
Cliente206;Producto8
Cliente561;Producto12
Cliente31;Producto5
Cliente491;Producto8
Cliente736;Producto1
Cliente924;Producto19
Cliente196;Producto11
Cliente962;Producto1
Cliente22;Producto19
Cliente821;Producto2
Cliente91;Producto14
Cliente729;Producto11
Cliente82;Producto12
Cliente97;Producto11
Cliente189;Producto18
Cliente628;Producto1
Cliente362;Producto12
Cliente108;Producto19
Cliente954;Producto6
Cliente578;Producto9
Cliente554;Producto11
Cliente409;Producto15
Cliente679;Producto4
Cliente211;Producto8
Cliente894;Producto3
Cliente349;Producto1
Cliente349;Producto7
Cliente785;Producto14
Cliente477;Producto8
Cliente380;Producto18
Cliente578;Producto7
Cliente825;Producto8
Cliente917;Producto4
Cliente454;Producto11
Cliente999;Producto20
Cliente746;Producto19
Cliente987;Producto15
Cliente920;Producto12
Cliente843;Producto16
Cliente670;Producto15
Cliente54;Producto17
Cliente246;Producto11
Cliente989;Producto3
Cliente746;Producto3
Cliente3;Producto19
Cliente453;Producto6
Cliente517;Producto9
Cliente925;Producto1
Cliente518;Producto19
Cliente621;Producto6
Cliente197;Producto11
Cliente830;Producto8
Cliente96;Producto3
Cliente24;Producto1
Cliente314;Producto14
Cliente928;Producto9
Cliente601;Producto4
Cliente903;Producto15
Cliente600;Producto2
Cliente227;Producto2
Cliente611;Producto13
Cliente304;Producto7
Cliente799;Producto14
Cliente243;Producto5
Cliente35;Producto17
Cliente121;Producto1
Cliente93;Producto8
Cliente463;Producto17
Cliente775;Producto17
Cliente202;Producto1
Cliente119;Producto18
Cliente828;Producto8
Cliente556;Producto14
Cliente944;Producto17
Cliente393;Producto1
Cliente239;Producto16
Cliente727;Producto1
Cliente864;Producto12
Cliente564;Producto17
Cliente824;Producto15
Cliente465;Producto10
Cliente762;Producto1
Cliente769;Producto4
Cliente334;Producto17
Cliente169;Producto9
Cliente812;Producto3
Cliente995;Producto15
Cliente25;Producto2
Cliente227;Producto14
Cliente37;Producto10
Cliente853;Producto19
Cliente604;Producto6
Cliente661;Producto13
Cliente263;Producto18
Cliente7;Producto2
Cliente419;Producto14
Cliente956;Producto2
Cliente363;Producto16
Cliente407;Producto10
Cliente751;Producto5
Cliente211;Producto20
Cliente698;Producto1
Cliente877;Producto2
Cliente9;Producto3
Cliente502;Producto4
Cliente986;Producto8
Cliente380;Producto15
Cliente95;Producto10
Cliente864;Producto12
Cliente140;Producto10
Cliente87;Producto8
Cliente163;Producto15
Cliente276;Producto16
Cliente63;Producto3
Cliente774;Producto3
Cliente475;Producto3
Cliente11;Producto11
Cliente273;Producto5
Cliente227;Producto8
Cliente46;Producto11
Cliente710;Producto4
Cliente239;Producto20
Cliente563;Producto1
Cliente782;Producto15
Cliente403;Producto15
Cliente180;Producto2
Cliente597;Producto13
Cliente313;Producto12
Cliente611;Producto14
Cliente660;Producto9
Cliente503;Producto18
Cliente159;Producto17
Cliente131;Producto19
Cliente730;Producto20
Cliente790;Producto17
Cliente136;Producto5
Cliente733;Producto9
Cliente922;Producto12
Cliente139;Producto10
Cliente867;Producto3
Cliente632;Producto7
Cliente763;Producto3
Cliente762;Producto19
Cliente557;Producto16
Cliente213;Producto3
Cliente708;Producto12
Cliente297;Producto5
Cliente271;Producto10
Cliente925;Producto2
Cliente841;Producto8
Cliente129;Producto20
Cliente966;Producto17
Cliente992;Producto2
Cliente636;Producto4
Cliente372;Producto8
Cliente368;Producto20
Cliente589;Producto5
Cliente725;Producto15
Cliente18;Producto16
Cliente281;Producto7
Cliente34;Producto12
Cliente444;Producto9
Cliente821;Producto19
Cliente163;Producto15
Cliente563;Producto20
Cliente417;Producto1
Cliente452;Producto7
Cliente967;Producto15
Cliente637;Producto12
Cliente387;Producto16
Cliente798;Producto11
Cliente511;Producto16
Cliente773;Producto7
Cliente235;Producto6
Cliente442;Producto2
Cliente144;Producto10
Cliente938;Producto16
Cliente232;Producto6
Cliente959;Producto20
Cliente260;Producto7
Cliente699;Producto12
Cliente352;Producto17
Cliente574;Producto16
Cliente147;Producto5
Cliente104;Producto12
Cliente822;Producto1
Cliente858;Producto7
Cliente168;Producto9
Cliente420;Producto19
Cliente228;Producto13
Cliente607;Producto6
Cliente475;Producto2
Cliente590;Producto7
Cliente301;Producto6
Cliente665;Producto11
Cliente819;Producto10
Cliente79;Producto12
Cliente354;Producto11
Cliente153;Producto2
Cliente281;Producto5
Cliente934;Producto17
Cliente96;Producto9
Cliente957;Producto16
Cliente893;Producto15
Cliente273;Producto8
Cliente563;Producto4
Cliente157;Producto1
Cliente911;Producto14
Cliente336;Producto15
Cliente472;Producto18
Cliente154;Producto4
Cliente579;Producto13
Cliente592;Producto18
Cliente523;Producto11
Cliente648;Producto10
Cliente263;Producto11
Cliente261;Producto5
Cliente544;Producto20
Cliente322;Producto11
Cliente206;Producto14
Cliente870;Producto19
Cliente901;Producto9
Cliente593;Producto19
Cliente455;Producto14
Cliente603;Producto19
Cliente815;Producto17
Cliente365;Producto14
Cliente443;Producto13
Cliente417;Producto12
Cliente153;Producto7
Cliente860;Producto4
Cliente198;Producto9
Cliente856;Producto9
Cliente450;Producto7
Cliente793;Producto5
Cliente906;Producto2
Cliente225;Producto11
Cliente541;Producto15
Cliente348;Producto19
Cliente452;Producto11
Cliente982;Producto14
Cliente887;Producto18
Cliente449;Producto3
Cliente220;Producto9
Cliente696;Producto20
Cliente28;Producto15
Cliente543;Producto4
Cliente988;Producto9
Cliente40;Producto4
Cliente521;Producto17
Cliente901;Producto12
Cliente800;Producto2
Cliente956;Producto17
Cliente842;Producto12
Cliente932;Producto16
Cliente444;Producto19
Cliente731;Producto10
Cliente672;Producto15
Cliente6;Producto16
Cliente50;Producto19
Cliente642;Producto15
Cliente173;Producto18
Cliente852;Producto6
Cliente429;Producto7
Cliente367;Producto20
Cliente793;Producto14
Cliente917;Producto18
Cliente899;Producto1
Cliente96;Producto14
Cliente126;Producto17
Cliente241;Producto18
Cliente150;Producto6
Cliente337;Producto15
Cliente882;Producto3
Cliente729;Producto18
Cliente306;Producto16
Cliente176;Producto14
Cliente529;Producto11
Cliente11;Producto14
Cliente777;Producto15
Cliente57;Producto12
Cliente804;Producto6
Cliente550;Producto3
Cliente856;Producto17
Cliente331;Producto6
Cliente530;Producto5
Cliente331;Producto4
Cliente75;Producto12
Cliente621;Producto11
Cliente781;Producto6
Cliente798;Producto15
Cliente11;Producto1
Cliente569;Producto6
Cliente701;Producto14
Cliente744;Producto13
Cliente58;Producto12
Cliente896;Producto1
Cliente455;Producto7
Cliente60;Producto5
Cliente981;Producto8
Cliente174;Producto19
Cliente825;Producto1
Cliente410;Producto9
Cliente44;Producto17
Cliente543;Producto13
Cliente711;Producto7
Cliente844;Producto11
Cliente625;Producto13
Cliente265;Producto7
Cliente622;Producto3
Cliente105;Producto7
Cliente760;Producto10
Cliente517;Producto18
Cliente296;Producto19
Cliente759;Producto1
Cliente987;Producto3
Cliente411;Producto17
Cliente412;Producto12
Cliente712;Producto20
Cliente114;Producto6
Cliente852;Producto18
Cliente721;Producto2
Cliente420;Producto14
Cliente420;Producto20
Cliente931;Producto17
Cliente70;Producto1
Cliente89;Producto16
Cliente754;Producto3
Cliente77;Producto6
Cliente973;Producto12
Cliente921;Producto3
Cliente705;Producto1
Cliente156;Producto18
Cliente327;Producto9
Cliente637;Producto14
Cliente569;Producto7
Cliente994;Producto11
Cliente234;Producto20
Cliente256;Producto11
Cliente417;Producto19
Cliente11;Producto12
Cliente252;Producto20
Cliente398;Producto9
Cliente198;Producto11
Cliente427;Producto8
Cliente844;Producto15
Cliente442;Producto19
Cliente382;Producto20
Cliente528;Producto10
Cliente291;Producto3
Cliente306;Producto13
Cliente656;Producto19
Cliente645;Producto6
Cliente924;Producto2
Cliente810;Producto4
Cliente866;Producto6
Cliente351;Producto13
Cliente371;Producto5
Cliente268;Producto6
Cliente710;Producto11
Cliente117;Producto17
Cliente958;Producto7
Cliente736;Producto14
Cliente889;Producto1
Cliente781;Producto3
Cliente743;Producto3
Cliente148;Producto15
Cliente674;Producto15
Cliente933;Producto6
Cliente726;Producto18
Cliente50;Producto4
Cliente422;Producto2
Cliente432;Producto2
Cliente634;Producto18
Cliente552;Producto8
Cliente15;Producto12
Cliente428;Producto6
Cliente759;Producto7
Cliente478;Producto18
Cliente861;Producto2
Cliente68;Producto1
Cliente890;Producto9
Cliente118;Producto10
Cliente270;Producto2
Cliente890;Producto18
Cliente128;Producto4
Cliente322;Producto6
Cliente149;Producto5
Cliente852;Producto19
Cliente454;Producto2
Cliente930;Producto18
Cliente781;Producto3
Cliente516;Producto17
Cliente919;Producto20
Cliente548;Producto20
Cliente661;Producto18
Cliente517;Producto13
Cliente265;Producto6
Cliente36;Producto7
Cliente711;Producto4
Cliente91;Producto6
Cliente142;Producto17
Cliente387;Producto9
Cliente939;Producto3
Cliente676;Producto4
Cliente335;Producto13
Cliente843;Producto4
Cliente169;Producto9
Cliente523;Producto4
Cliente549;Producto15
Cliente719;Producto19
Cliente890;Producto12
Cliente565;Producto7
Cliente390;Producto9
Cliente111;Producto13
Cliente508;Producto18
Cliente321;Producto5
Cliente969;Producto11
Cliente244;Producto12
Cliente133;Producto15
Cliente388;Producto10
Cliente336;Producto1
Cliente24;Producto4
Cliente766;Producto8
Cliente292;Producto5
Cliente982;Producto6
Cliente518;Producto3
Cliente608;Producto5
Cliente727;Producto13
Cliente926;Producto3
Cliente102;Producto16
Cliente883;Producto16
Cliente78;Producto7
Cliente287;Producto12
Cliente598;Producto2
Cliente580;Producto19
Cliente201;Producto16
Cliente125;Producto9
Cliente302;Producto2
Cliente621;Producto9
Cliente457;Producto5
Cliente78;Producto14
Cliente159;Producto6
Cliente746;Producto13
Cliente587;Producto5
Cliente996;Producto13
Cliente310;Producto11
Cliente744;Producto18
Cliente302;Producto11
Cliente887;Producto17
Cliente221;Producto16
Cliente424;Producto5
Cliente399;Producto1
Cliente325;Producto3
Cliente988;Producto12
Cliente982;Producto7
Cliente508;Producto16
Cliente882;Producto18
Cliente235;Producto8
Cliente370;Producto10
Cliente865;Producto3
Cliente697;Producto5
Cliente22;Producto17
Cliente382;Producto11
Cliente15;Producto20
Cliente267;Producto13
Cliente748;Producto15
Cliente529;Producto9
Cliente447;Producto14
Cliente961;Producto7
Cliente518;Producto12
Cliente46;Producto15
Cliente137;Producto14
Cliente337;Producto3
Cliente874;Producto7
Cliente609;Producto15
Cliente693;Producto6
Cliente132;Producto13
Cliente506;Producto5
Cliente350;Producto13
Cliente82;Producto16
Cliente251;Producto17
Cliente869;Producto1
Cliente706;Producto1
Cliente707;Producto12
Cliente109;Producto14
Cliente274;Producto3
Cliente907;Producto15
Cliente209;Producto13
Cliente153;Producto8
Cliente710;Producto19
Cliente333;Producto10
Cliente119;Producto17
Cliente235;Producto1
Cliente442;Producto15
Cliente505;Producto4
Cliente652;Producto17
Cliente283;Producto14
Cliente916;Producto10
Cliente425;Producto2
Cliente328;Producto6
Cliente778;Producto20
Cliente853;Producto5
Cliente620;Producto8
Cliente469;Producto17
Cliente40;Producto1
Cliente98;Producto13
Cliente773;Producto11
Cliente300;Producto13
Cliente260;Producto1
Cliente499;Producto1
Cliente351;Producto18
Cliente779;Producto6
Cliente865;Producto1
Cliente264;Producto8
Cliente893;Producto8
Cliente976;Producto9
Cliente258;Producto11
Cliente632;Producto10
Cliente295;Producto2
Cliente812;Producto12
Cliente736;Producto6
Cliente636;Producto15
Cliente798;Producto8
Cliente232;Producto6
Cliente451;Producto4
Cliente499;Producto19
Cliente972;Producto8
Cliente659;Producto12
Cliente373;Producto17
Cliente819;Producto1
Cliente18;Producto20
Cliente87;Producto7
Cliente385;Producto1
Cliente665;Producto13
Cliente704;Producto8
Cliente959;Producto4
Cliente191;Producto1
Cliente643;Producto19
Cliente691;Producto7
Cliente291;Producto6
Cliente470;Producto3
Cliente799;Producto17
Cliente159;Producto1
Cliente87;Producto13
Cliente154;Producto8
Cliente653;Producto8
Cliente772;Producto19
Cliente507;Producto3
Cliente128;Producto6
Cliente58;Producto1
Cliente651;Producto16
Cliente282;Producto20
Cliente844;Producto16
Cliente892;Producto20
Cliente690;Producto1
Cliente823;Producto6
Cliente550;Producto3
Cliente530;Producto2
Cliente758;Producto10
Cliente226;Producto9
Cliente928;Producto12
Cliente44;Producto4
Cliente735;Producto6
Cliente579;Producto17
Cliente238;Producto18
Cliente113;Producto12
Cliente329;Producto3
Cliente263;Producto3
Cliente634;Producto7
Cliente146;Producto19
Cliente727;Producto17
Cliente807;Producto18
Cliente65;Producto4
Cliente158;Producto6
Cliente839;Producto17
Cliente133;Producto4
Cliente713;Producto2
Cliente685;Producto8
Cliente905;Producto12
Cliente297;Producto14
Cliente187;Producto11
Cliente354;Producto15
Cliente167;Producto6
Cliente697;Producto2
Cliente395;Producto5
Cliente882;Producto3
Cliente419;Producto18
Cliente48;Producto9
Cliente144;Producto10
Cliente140;Producto15
Cliente360;Producto2
Cliente607;Producto12
Cliente761;Producto11
Cliente288;Producto5
Cliente432;Producto9
Cliente783;Producto17
Cliente184;Producto1
Cliente459;Producto20
Cliente186;Producto11
Cliente690;Producto4
Cliente931;Producto11
Cliente963;Producto8
Cliente508;Producto5
Cliente819;Producto11
Cliente71;Producto7
Cliente710;Producto9
Cliente164;Producto19
Cliente66;Producto1
Cliente913;Producto17
Cliente648;Producto11
Cliente799;Producto15
Cliente798;Producto3
Cliente476;Producto2
Cliente639;Producto12
Cliente658;Producto15
Cliente300;Producto12
Cliente346;Producto16
Cliente990;Producto12
Cliente580;Producto5
Cliente979;Producto12
Cliente34;Producto3
Cliente531;Producto12
Cliente894;Producto1
Cliente454;Producto11
Cliente659;Producto13
Cliente289;Producto17
Cliente330;Producto4
Cliente492;Producto17
Cliente338;Producto9
Cliente460;Producto13
Cliente17;Producto17
Cliente874;Producto4
Cliente305;Producto7
Cliente631;Producto13
Cliente650;Producto18
Cliente226;Producto2
Cliente72;Producto2
Cliente320;Producto8
Cliente121;Producto6
Cliente490;Producto10
Cliente784;Producto14
Cliente117;Producto14
Cliente9;Producto14
Cliente19;Producto20
