;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
Cliente3;Producto9;Producto1;Producto11;Producto3;Producto10;Producto20;Producto4;Producto12;Producto7;Producto6;Producto17;Producto8;NA;NA;NA;NA;NA;NA;NA
Cliente432;Producto14;Producto11;Producto6;Producto13;Producto17;Producto7;Producto18;Producto1;Producto8;Producto10;Producto5;Producto12;Producto19;Producto3;NA;NA;NA;NA;NA
Cliente21;Producto1;Producto5;Producto11;Producto4;Producto17;Producto13;Producto12;Producto6;Producto9;Producto2;Producto19;Producto18;Producto16;Producto7;Producto8;NA;NA;NA;NA
Cliente722;Producto2;Producto8;Producto6;Producto19;Producto4;Producto13;Producto20;Producto5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente680;Producto17;Producto18;Producto1;Producto3;Producto13;Producto8;Producto16;Producto10;Producto2;Producto15;Producto4;Producto14;Producto9;NA;NA;NA;NA;NA;NA
Cliente494;Producto6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente646;Producto11;Producto6;Producto19;Producto17;Producto18;Producto15;Producto4;Producto20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente171;Producto2;Producto9;Producto13;Producto11;Producto12;Producto7;Producto10;Producto5;Producto6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente532;Producto6;Producto4;Producto17;Producto1;Producto12;Producto18;Producto9;Producto10;Producto8;Producto2;Producto5;Producto11;Producto7;NA;NA;NA;NA;NA;NA
Cliente961;Producto18;Producto4;Producto9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente752;Producto7;Producto18;Producto9;Producto4;Producto20;Producto12;Producto19;Producto17;Producto8;Producto3;Producto2;Producto1;NA;NA;NA;NA;NA;NA;NA
Cliente177;Producto6;Producto11;Producto17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente686;Producto5;Producto6;Producto9;Producto17;Producto2;Producto3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente98;Producto17;Producto18;Producto12;Producto11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente206;Producto16;Producto18;Producto2;Producto11;Producto20;Producto10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente321;Producto18;Producto2;Producto11;Producto1;Producto19;Producto12;Producto17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente503;Producto12;Producto13;Producto6;Producto15;Producto1;Producto7;Producto16;Producto4;Producto2;Producto5;Producto10;Producto17;NA;NA;NA;NA;NA;NA;NA
Cliente202;Producto12;Producto10;Producto5;Producto17;Producto14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente896;Producto16;Producto18;Producto20;Producto7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente714;Producto11;Producto15;Producto1;Producto17;Producto9;Producto2;Producto7;Producto19;Producto16;Producto6;Producto14;Producto12;Producto10;Producto5;Producto18;Producto20;NA;NA;NA
Cliente767;Producto18;Producto8;Producto6;Producto13;Producto2;Producto3;Producto11;Producto9;Producto4;Producto14;Producto16;Producto19;Producto20;Producto1;Producto17;Producto10;Producto5;Producto12;NA
Cliente42;Producto15;Producto17;Producto9;Producto14;Producto8;Producto11;Producto4;Producto7;Producto12;Producto5;Producto18;Producto10;Producto1;Producto19;Producto13;Producto20;Producto6;Producto16;NA
Cliente994;Producto15;Producto9;Producto19;Producto2;Producto18;Producto1;Producto6;Producto10;Producto17;Producto5;Producto14;Producto16;Producto3;Producto20;NA;NA;NA;NA;NA
Cliente842;Producto18;Producto13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente765;Producto4;Producto10;Producto17;Producto13;Producto16;Producto20;Producto3;Producto7;Producto2;Producto1;Producto15;Producto5;Producto8;Producto11;NA;NA;NA;NA;NA
Cliente744;Producto2;Producto14;Producto10;Producto1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente827;Producto19;Producto10;Producto13;Producto3;Producto2;Producto8;Producto16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente537;Producto14;Producto3;Producto1;Producto15;Producto7;Producto8;Producto13;Producto11;Producto4;Producto2;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente480;Producto14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente900;Producto17;Producto1;Producto10;Producto14;Producto18;Producto8;Producto6;Producto15;Producto7;Producto11;Producto13;Producto12;Producto20;Producto3;Producto2;Producto9;Producto4;Producto5;NA
Cliente308;Producto15;Producto13;Producto18;Producto14;Producto7;Producto8;Producto2;Producto10;Producto12;Producto4;Producto1;Producto9;NA;NA;NA;NA;NA;NA;NA
Cliente942;Producto1;Producto13;Producto6;Producto11;Producto2;Producto19;Producto20;Producto18;Producto14;Producto9;Producto8;Producto10;Producto3;Producto15;Producto17;Producto7;Producto5;Producto16;NA
Cliente795;Producto12;Producto2;Producto4;Producto10;Producto17;Producto7;Producto16;Producto11;Producto1;Producto8;Producto3;Producto9;Producto6;Producto19;Producto15;Producto20;NA;NA;NA
Cliente958;Producto12;Producto13;Producto14;Producto11;Producto17;Producto2;Producto4;Producto10;Producto6;Producto20;Producto5;NA;NA;NA;NA;NA;NA;NA;NA
Cliente199;Producto6;Producto8;Producto10;Producto12;Producto11;Producto15;Producto18;Producto17;Producto13;Producto4;Producto19;Producto7;Producto2;Producto14;Producto3;Producto9;NA;NA;NA
Cliente703;Producto14;Producto4;Producto10;Producto2;Producto12;Producto1;Producto17;Producto11;Producto8;Producto7;Producto20;Producto19;Producto18;NA;NA;NA;NA;NA;NA
Cliente407;Producto4;Producto17;Producto11;Producto15;Producto6;Producto20;Producto19;Producto2;Producto12;Producto8;Producto5;Producto1;Producto3;NA;NA;NA;NA;NA;NA
Cliente220;Producto13;Producto2;Producto19;Producto4;Producto11;Producto17;Producto7;Producto10;Producto1;Producto5;Producto16;Producto14;Producto12;Producto6;Producto20;Producto8;NA;NA;NA
Cliente689;Producto3;Producto1;Producto2;Producto15;Producto12;Producto13;Producto5;Producto17;Producto20;Producto10;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente904;Producto19;Producto14;Producto9;Producto16;Producto2;Producto10;Producto1;Producto18;Producto5;Producto4;Producto8;Producto6;Producto20;Producto11;Producto17;Producto13;Producto15;Producto3;NA
Cliente743;Producto14;Producto2;Producto13;Producto6;Producto17;Producto18;Producto12;Producto16;Producto1;Producto9;Producto15;Producto11;Producto19;Producto4;Producto5;NA;NA;NA;NA
Cliente435;Producto16;Producto15;Producto10;Producto8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente235;Producto3;Producto17;Producto2;Producto15;Producto16;Producto4;Producto13;Producto14;Producto18;Producto11;Producto19;Producto7;Producto9;NA;NA;NA;NA;NA;NA
Cliente588;Producto14;Producto2;Producto5;Producto10;Producto17;Producto8;Producto9;Producto13;Producto18;Producto12;Producto15;Producto19;Producto4;Producto20;Producto11;NA;NA;NA;NA
Cliente797;Producto18;Producto19;Producto15;Producto2;Producto9;Producto7;Producto12;Producto4;Producto11;Producto17;Producto10;Producto6;Producto8;Producto5;Producto1;Producto13;Producto20;Producto3;NA
Cliente702;Producto11;Producto6;Producto8;Producto10;Producto3;Producto2;Producto16;Producto7;Producto19;Producto13;Producto1;Producto12;Producto17;NA;NA;NA;NA;NA;NA
Cliente696;Producto6;Producto1;Producto4;Producto18;Producto10;Producto2;Producto12;Producto9;Producto14;Producto17;Producto7;Producto19;Producto8;Producto11;Producto5;Producto15;Producto16;Producto13;Producto3
Cliente852;Producto15;Producto1;Producto17;Producto5;Producto2;Producto13;Producto4;Producto12;Producto8;Producto14;Producto20;Producto9;Producto16;Producto3;Producto10;Producto11;NA;NA;NA
Cliente981;Producto1;Producto5;Producto11;Producto12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente617;Producto2;Producto18;Producto17;Producto15;Producto19;Producto14;Producto12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente664;Producto18;Producto17;Producto2;Producto13;Producto16;Producto12;Producto6;Producto3;Producto15;Producto9;Producto5;Producto14;Producto7;Producto10;Producto19;NA;NA;NA;NA
Cliente823;Producto18;Producto20;Producto2;Producto3;Producto5;Producto1;Producto19;Producto16;Producto14;Producto11;Producto13;Producto4;Producto8;Producto7;Producto10;NA;NA;NA;NA
Cliente436;Producto18;Producto12;Producto5;Producto11;Producto15;Producto13;Producto6;Producto20;Producto17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente828;Producto11;Producto14;Producto4;Producto10;Producto15;Producto5;Producto2;Producto6;Producto7;Producto1;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente977;Producto4;Producto5;Producto1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente90;Producto10;Producto8;Producto18;Producto9;Producto17;Producto1;Producto13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente638;Producto18;Producto12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente786;Producto14;Producto11;Producto19;Producto5;Producto2;Producto9;Producto6;Producto1;Producto16;Producto20;Producto13;Producto8;Producto15;Producto7;Producto18;Producto12;Producto3;NA;NA
Cliente67;Producto6;Producto13;Producto1;Producto3;Producto18;Producto5;Producto9;Producto4;Producto10;Producto8;Producto17;Producto11;Producto7;Producto19;Producto16;NA;NA;NA;NA
Cliente781;Producto13;Producto9;Producto4;Producto1;Producto12;Producto7;Producto8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente550;Producto5;Producto15;Producto11;Producto2;Producto12;Producto14;Producto9;Producto18;Producto7;Producto19;Producto1;Producto16;Producto20;Producto6;Producto17;Producto4;Producto13;Producto10;NA
Cliente56;Producto4;Producto19;Producto9;Producto11;Producto7;Producto18;Producto10;Producto17;Producto6;Producto3;Producto8;Producto2;Producto20;Producto14;Producto1;Producto16;Producto5;Producto12;NA
Cliente529;Producto7;Producto17;Producto14;Producto4;Producto1;Producto16;Producto15;Producto13;Producto6;Producto20;Producto19;NA;NA;NA;NA;NA;NA;NA;NA
Cliente73;Producto9;Producto6;Producto12;Producto17;Producto11;Producto16;Producto2;Producto5;Producto13;Producto3;Producto18;Producto8;Producto15;NA;NA;NA;NA;NA;NA
Cliente622;Producto18;Producto4;Producto11;Producto13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente142;Producto3;Producto20;Producto5;Producto11;Producto16;Producto9;Producto7;Producto8;Producto4;Producto19;Producto6;Producto14;Producto18;Producto2;Producto10;NA;NA;NA;NA
Cliente711;Producto19;Producto17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente68;Producto6;Producto11;Producto4;Producto10;Producto2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente631;Producto1;Producto12;Producto2;Producto4;Producto20;Producto10;Producto17;Producto15;Producto16;Producto7;Producto6;Producto9;Producto14;Producto19;Producto5;NA;NA;NA;NA
Cliente213;Producto17;Producto1;Producto13;Producto15;Producto11;Producto6;Producto20;Producto2;Producto14;Producto18;Producto10;Producto12;Producto9;Producto19;Producto7;Producto5;Producto8;Producto16;NA
Cliente333;Producto14;Producto4;Producto17;Producto6;Producto15;Producto20;Producto5;Producto1;Producto13;Producto12;Producto7;Producto16;Producto2;Producto11;NA;NA;NA;NA;NA
Cliente695;Producto5;Producto19;Producto6;Producto17;Producto3;Producto10;Producto18;Producto11;Producto14;Producto7;Producto12;Producto15;Producto13;NA;NA;NA;NA;NA;NA
Cliente173;Producto4;Producto14;Producto2;Producto10;Producto3;Producto20;Producto17;Producto9;Producto19;Producto15;Producto7;Producto6;NA;NA;NA;NA;NA;NA;NA
Cliente231;Producto10;Producto9;Producto20;Producto17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente654;Producto9;Producto8;Producto14;Producto18;Producto15;Producto17;Producto10;Producto11;Producto1;Producto16;Producto3;Producto4;Producto13;Producto2;Producto5;Producto20;Producto12;Producto19;NA
Cliente520;Producto4;Producto1;Producto13;Producto11;Producto14;Producto18;Producto20;Producto9;Producto19;Producto15;Producto10;Producto5;Producto7;NA;NA;NA;NA;NA;NA
Cliente78;Producto2;Producto9;Producto6;Producto20;Producto3;Producto10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente789;Producto18;Producto6;Producto9;Producto4;Producto10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente893;Producto12;Producto11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente182;Producto8;Producto18;Producto15;Producto14;Producto7;Producto3;Producto10;Producto19;Producto1;Producto11;Producto12;Producto9;Producto17;Producto6;Producto13;NA;NA;NA;NA
Cliente903;Producto11;Producto4;Producto5;Producto3;Producto12;Producto6;Producto14;Producto19;Producto18;Producto9;Producto2;Producto20;Producto16;Producto13;Producto8;Producto7;Producto10;Producto17;NA
Cliente713;Producto6;Producto11;Producto4;Producto1;Producto12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente974;Producto18;Producto14;Producto12;Producto4;Producto9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente626;Producto4;Producto13;Producto19;Producto9;Producto16;Producto6;Producto5;Producto2;Producto11;Producto18;Producto20;Producto3;Producto14;Producto17;Producto1;Producto7;Producto8;Producto12;NA
Cliente600;Producto6;Producto7;Producto17;Producto12;Producto9;Producto8;Producto13;Producto10;Producto11;Producto15;Producto18;Producto16;Producto1;Producto20;NA;NA;NA;NA;NA
Cliente708;Producto14;Producto17;Producto18;Producto13;Producto7;Producto1;Producto6;Producto15;Producto5;Producto9;Producto4;Producto19;Producto10;Producto8;Producto11;Producto16;Producto3;NA;NA
Cliente223;Producto13;Producto11;Producto14;Producto10;Producto2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente636;Producto10;Producto18;Producto14;Producto9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente930;Producto1;Producto12;Producto7;Producto6;Producto19;Producto14;Producto17;Producto4;Producto11;Producto15;Producto10;Producto20;Producto9;Producto3;Producto2;Producto16;Producto5;Producto13;Producto8
Cliente597;Producto4;Producto11;Producto10;Producto9;Producto12;Producto18;Producto20;Producto6;Producto17;Producto15;Producto16;Producto7;Producto19;Producto2;Producto14;NA;NA;NA;NA
Cliente240;Producto3;Producto1;Producto12;Producto11;Producto8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente858;Producto18;Producto5;Producto17;Producto3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente127;Producto18;Producto9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente269;Producto8;Producto9;Producto20;Producto12;Producto2;Producto14;Producto6;Producto15;Producto4;Producto19;Producto18;Producto13;Producto10;NA;NA;NA;NA;NA;NA
Cliente540;Producto7;Producto11;Producto5;Producto14;Producto9;Producto12;Producto17;Producto20;Producto8;Producto4;Producto15;Producto19;NA;NA;NA;NA;NA;NA;NA
Cliente125;Producto15;Producto16;Producto4;Producto17;Producto20;Producto8;Producto5;Producto2;Producto6;Producto7;Producto3;Producto18;NA;NA;NA;NA;NA;NA;NA
Cliente938;Producto18;Producto11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente179;Producto12;Producto16;Producto10;Producto17;Producto6;Producto14;Producto19;Producto11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente731;Producto6;Producto4;Producto1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente80;Producto11;Producto1;Producto4;Producto14;Producto7;Producto8;Producto10;Producto19;Producto5;Producto13;Producto20;Producto18;Producto16;Producto15;Producto3;NA;NA;NA;NA
Cliente949;Producto4;Producto19;Producto11;Producto16;Producto10;Producto17;Producto13;Producto6;Producto7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente314;Producto11;Producto4;Producto19;Producto1;Producto8;Producto10;Producto17;Producto2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente978;Producto17;Producto9;Producto1;Producto4;Producto10;Producto11;Producto14;Producto18;Producto6;Producto19;Producto15;Producto12;Producto2;Producto8;Producto3;Producto5;Producto16;Producto7;Producto20
Cliente798;Producto16;Producto19;Producto4;Producto17;Producto14;Producto7;Producto12;Producto1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente110;Producto6;Producto18;Producto19;Producto16;Producto8;Producto14;Producto9;Producto11;Producto17;Producto2;Producto3;NA;NA;NA;NA;NA;NA;NA;NA
Cliente301;Producto11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente225;Producto18;Producto16;Producto5;Producto7;Producto13;Producto10;Producto17;Producto12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente371;Producto15;Producto16;Producto4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente640;Producto19;Producto16;Producto17;Producto18;Producto12;Producto5;Producto15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente730;Producto3;Producto14;Producto6;Producto15;Producto18;Producto10;Producto17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente572;Producto4;Producto10;Producto19;Producto1;Producto17;Producto7;Producto5;Producto8;Producto12;Producto9;Producto11;Producto15;Producto3;Producto14;NA;NA;NA;NA;NA
Cliente91;Producto11;Producto3;Producto15;Producto5;Producto13;Producto9;Producto4;Producto20;Producto7;Producto19;Producto1;NA;NA;NA;NA;NA;NA;NA;NA
Cliente214;Producto6;Producto5;Producto2;Producto7;Producto1;Producto15;Producto14;Producto20;Producto3;Producto10;Producto11;Producto13;NA;NA;NA;NA;NA;NA;NA
Cliente100;Producto10;Producto18;Producto13;Producto1;Producto20;Producto11;Producto17;Producto19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente899;Producto4;Producto9;Producto5;Producto18;Producto6;Producto16;Producto20;Producto11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente487;Producto14;Producto8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente934;Producto12;Producto11;Producto8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente688;Producto7;Producto3;Producto5;Producto15;Producto14;Producto17;Producto1;Producto9;Producto4;Producto20;Producto13;Producto12;Producto11;Producto8;Producto16;Producto19;Producto2;NA;NA
Cliente885;Producto4;Producto14;Producto10;Producto11;Producto1;Producto9;Producto19;Producto5;Producto16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente544;Producto2;Producto1;Producto10;Producto18;Producto13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente289;Producto4;Producto10;Producto12;Producto13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente905;Producto13;Producto15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente946;Producto10;Producto18;Producto11;Producto4;Producto17;Producto12;Producto20;Producto8;Producto6;Producto19;Producto16;Producto3;Producto7;Producto9;Producto14;NA;NA;NA;NA
Cliente843;Producto1;Producto3;Producto14;Producto6;Producto9;Producto15;Producto19;Producto11;Producto17;Producto8;Producto13;Producto7;Producto12;NA;NA;NA;NA;NA;NA
Cliente353;Producto16;Producto12;Producto18;Producto9;Producto11;Producto3;Producto6;Producto7;Producto4;Producto10;Producto17;Producto19;Producto20;Producto1;Producto13;NA;NA;NA;NA
Cliente586;Producto20;Producto11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente130;Producto17;Producto10;Producto18;Producto20;Producto1;Producto13;Producto8;Producto14;Producto2;Producto12;Producto16;Producto6;Producto9;Producto4;Producto15;Producto3;NA;NA;NA
Cliente354;Producto16;Producto13;Producto1;Producto9;Producto2;Producto4;Producto3;Producto18;Producto14;Producto7;Producto10;Producto12;Producto20;Producto8;NA;NA;NA;NA;NA
Cliente186;Producto14;Producto10;Producto12;Producto7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente161;Producto18;Producto9;Producto4;Producto10;Producto17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente346;Producto11;Producto2;Producto1;Producto18;Producto4;Producto6;Producto20;Producto15;Producto10;Producto7;Producto19;Producto3;Producto8;Producto9;Producto13;NA;NA;NA;NA
Cliente19;Producto19;Producto5;Producto8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente955;Producto1;Producto19;Producto17;Producto5;Producto10;Producto12;Producto7;Producto15;Producto20;Producto9;Producto11;Producto2;Producto18;Producto14;Producto4;Producto13;NA;NA;NA
Cliente63;Producto6;Producto9;Producto8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente928;Producto18;Producto11;Producto14;Producto1;Producto2;Producto4;Producto20;Producto10;Producto6;Producto5;Producto19;Producto3;Producto15;Producto16;Producto17;Producto7;NA;NA;NA
Cliente878;Producto6;Producto3;Producto14;Producto12;Producto15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente665;Producto17;Producto20;Producto19;Producto2;Producto10;Producto14;Producto16;Producto7;Producto15;Producto8;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente943;Producto17;Producto1;Producto2;Producto6;Producto18;Producto4;Producto9;Producto13;Producto3;Producto5;Producto16;Producto19;Producto8;Producto14;Producto12;Producto15;Producto7;Producto20;Producto10
Cliente96;Producto12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente756;Producto4;Producto2;Producto6;Producto18;Producto8;Producto10;Producto3;Producto13;Producto16;Producto12;Producto11;Producto9;Producto20;Producto17;Producto1;Producto5;Producto15;Producto19;NA
Cliente136;Producto6;Producto12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente338;Producto13;Producto4;Producto14;Producto20;Producto2;Producto8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente406;Producto17;Producto4;Producto1;Producto14;Producto6;Producto19;Producto7;Producto13;Producto18;Producto16;Producto20;Producto5;Producto9;Producto3;Producto8;Producto2;Producto11;Producto15;Producto12
Cliente727;Producto10;Producto18;Producto4;Producto11;Producto7;Producto6;Producto12;Producto9;Producto15;Producto3;Producto2;Producto14;Producto19;NA;NA;NA;NA;NA;NA
Cliente226;Producto6;Producto7;Producto17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente539;Producto11;Producto9;Producto7;Producto18;Producto2;Producto10;Producto12;Producto3;Producto4;Producto17;Producto6;Producto1;Producto16;Producto20;Producto19;Producto5;NA;NA;NA
Cliente191;Producto11;Producto4;Producto5;Producto3;Producto12;Producto6;Producto14;Producto19;Producto18;Producto9;Producto2;Producto20;Producto16;Producto13;Producto8;Producto7;Producto10;Producto17;NA
Cliente851;Producto18;Producto10;Producto8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente337;Producto1;Producto9;Producto8;Producto18;Producto16;Producto20;Producto7;Producto14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente468;Producto2;Producto14;Producto9;Producto1;Producto19;Producto7;Producto18;Producto6;Producto12;Producto20;Producto11;Producto8;NA;NA;NA;NA;NA;NA;NA
Cliente383;Producto3;Producto20;Producto1;Producto17;Producto7;Producto18;Producto14;Producto8;Producto15;Producto6;Producto16;Producto10;Producto2;Producto4;Producto13;NA;NA;NA;NA
Cliente117;Producto10;Producto9;Producto11;Producto16;Producto4;Producto6;Producto20;Producto3;Producto8;Producto18;Producto5;Producto13;Producto19;Producto2;NA;NA;NA;NA;NA
Cliente18;Producto6;Producto4;Producto18;Producto12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente41;Producto14;Producto9;Producto5;Producto6;Producto13;Producto11;Producto19;Producto12;Producto18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente992;Producto9;Producto13;Producto6;Producto7;Producto17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente879;Producto18;Producto6;Producto9;Producto13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente427;Producto2;Producto1;Producto11;Producto10;Producto20;Producto12;Producto19;Producto14;Producto17;Producto15;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente970;Producto4;Producto19;Producto11;Producto16;Producto18;Producto7;Producto10;Producto9;Producto20;Producto14;Producto1;Producto2;Producto13;Producto3;NA;NA;NA;NA;NA
Cliente836;Producto17;Producto1;Producto19;Producto13;Producto8;Producto12;Producto6;Producto20;Producto9;Producto5;Producto11;Producto3;Producto2;Producto14;Producto4;NA;NA;NA;NA
Cliente101;Producto17;Producto8;Producto20;Producto10;Producto4;Producto6;Producto1;Producto18;Producto14;Producto13;Producto15;Producto16;Producto7;Producto9;Producto12;Producto19;Producto3;Producto2;NA
Cliente605;Producto15;Producto13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente847;Producto2;Producto20;Producto17;Producto5;Producto8;Producto3;Producto13;Producto10;Producto19;Producto12;Producto1;Producto18;Producto4;NA;NA;NA;NA;NA;NA
Cliente194;Producto4;Producto6;Producto11;Producto18;Producto19;Producto17;Producto12;Producto2;Producto5;Producto20;Producto9;Producto10;Producto8;Producto13;Producto14;Producto3;Producto16;Producto15;Producto7
Cliente312;Producto10;Producto2;Producto12;Producto20;Producto1;Producto8;Producto14;Producto4;Producto3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente814;Producto6;Producto12;Producto11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente875;Producto19;Producto1;Producto11;Producto18;Producto13;Producto2;Producto4;Producto8;Producto12;Producto14;Producto7;Producto6;Producto3;Producto20;Producto16;NA;NA;NA;NA
Cliente924;Producto5;Producto16;Producto13;Producto8;Producto1;Producto17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
